_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
5454,9285,TR-04806,342,Spadina Rd,St Clair Ave W,Centre North,Spadina Rd,West,,12,,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4115098628385, 43.6845872198161]]}"
5455,9286,SH-03345,50,Queen St W,Queen St W,North,Bay St,West,T260,13,,B,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3822228696832, 43.6518856632745]]}"
5456,9291,SH-00253,3748,Bathurst St,Bathurst St,West,Wilson Ave,South,T222,06,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.434090373665, 43.7368948181648]]}"
5457,9295,SH-01796,1790,Albion Rd,Albion Rd,North,Highway 27 N,East,T3266,01,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.6073852083408, 43.7443534704588]]}"
5458,9297,SH-03465,215,College St,College St,South,Beverley St,West,T815,11,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3962303743649, 43.6585472850274]]}"
5459,9298,SH-00330,66,Patrick Blvd,Victoria Park Ave,West,Patrick Blvd,North,T7420,17,,C,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3244304602062, 43.7778639059251]]}"
5460,9305,TR-05899,15,Skyway Ave,Skyway Ave,East,Dixon Rd,South,T9301,01,,LCN,Existing,Provincial,S0209301,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5864981739101, 43.6875939559758]]}"
5461,9308,SH-00517,3392,Kingston Rd,Kingston Rd,North,Parkcrest Dr,East,T4251,20,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2203624909369, 43.7360870549269]]}"
5462,9314,SH-01498,31,Keyworth Trl,Mccowan Rd,West,Channel Nine Crt,North,T1309,23,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2567856347735, 43.7855481960081]]}"
5463,9316,SH-01468,129,O'Connor Dr,Pape Ave,East,O'Connor Dr,South,T5989,14,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3500743507726, 43.6930861684693]]}"
5464,9319,SH-03428,832,The Queensway,The Queensway,North,Loma Rd,East,T6899,03,Shop The Queensway,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5086193155709, 43.6251089357881]]}"
5465,9323,TR-03963,,,Steeles Ave E,North,Kennedy Rd,West,T9352,22,,RN1,Existing,Provincial,S3909352,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3080145998121, 43.8236222543167]]}"
5466,9324,TR-00346,800,King St W,King St W,North,Niagara St,East,1959,10,,A,Existing,Provincial,00TS6232,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.407491534864, 43.6430253759896]]}"
5467,9325,TR-00688,380,Sherbourne St,Carlton St,South,Sherbourne St,West,2351,13,,A,Existing,Provincial,00TS5630,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3732505686064, 43.6630551935628]]}"
5468,9328,TR-00114,625,Bloor St E,Parliament St,East,Bloor St E,South,2435,13,,DIG-FE,Existing,Provincial,00TS6426,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.370783418616, 43.6716580031311]]}"
5469,9331,TR-00513,2701,Keele St,Keele St,East,George Appleton Way,South,2557,06,,A,Existing,Provincial,00TS9154,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4814366676484, 43.7248539184365]]}"
5470,9332,TR-00143,76,Firvalley Crt,Warden Ave,West,Firvalley Crt,North,233,20,,C,Existing,Provincial,S3503160,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2777323613025, 43.7037497422437]]}"
5471,9334,TR-00644,434,Gerrard St E,Gerrard St E,North,Sumach St,East,2509,13,,J,Existing,Provincial,00TS6090,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3613091086938, 43.6632679109743]]}"
5472,9335,TR-00677,1601,Victoria Park Ave,Victoria Park Ave,East,Biscayne Blvd,North,463,21,,A,Existing,Provincial,0TS10656,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3044167857977, 43.7293928705638]]}"
5473,9336,TR-00606,7,Truman Rd,Bayview Ave,East,Truman Rd,South,T323,15,,A,Existing,Provincial,00TS3266,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3863846608278, 43.760418890643]]}"
5474,9337,TR-00893,123,Coxwell Ave,Coxwell Ave,East,Robbins Ave,South,T1796,19,,LC,Existing,Provincial,00TS5758,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3178700042836, 43.6698249242397]]}"
5475,9338,TR-01091,4325,Bloor St W,Bloor St W,North,Mill Rd,East,T552,02,,A,Existing,Provincial,00TS5020,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5746863466435, 43.6323374141748]]}"
5476,9339,TR-04010,3400,Dufferin St,Dufferin St,West,Jane Osler Blvd,North,T2064,08,,U,Existing,Provincial,00TS9056,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4573356562481, 43.7248009900199]]}"
5477,9340,TR-00456,4005,Don Mills Rd,Don Mills Rd,East,Steeles Ave E,South,2493,17,,B,Existing,Provincial,00TS9332,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.36044289525, 43.8108971485674]]}"
5478,9341,TR-03933,,,Steeles Ave W,North,Carnival Crt,East,T8293,06,,S,Existing,Provincial,S1008293,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4572951663056, 43.7900761246714]]}"
5479,9342,TR-04066,250,Canarctic Dr,Petrolia Rd,West,Canarctic Dr,North,T4527,06,DuKe Heights,LKN,Existing,Provincial,S0804527,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4890414427065, 43.7764082634723]]}"
5480,9343,TR-00552,3173B,Bathurst St,Bathurst St,East,Woburn Ave,South,933,08,,I,Temporarily Removed,Provincial,0TS10686,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4303339752328, 43.7223554866638]]}"
5481,9344,TR-01493,1130A,Bathurst St,Bathurst St,West,Davenport Rd,South,T154,12,,LC,Existing,Provincial,00TS5478,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4153535934228, 43.6753546024765]]}"
5482,9346,TR-00316,5950,Bathurst St,Bathurst St,West,Cedarcroft Blvd,South,T105,06,,J,Existing,Provincial,0TS11516,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4456037590809, 43.7835010961537]]}"
5483,9347,TR-01564,71,Mccool Crt,Brimley Rd,West,Port Royal Trl,South,T4836,23,,S,Existing,Provincial,S4104836,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2832455405835, 43.8185194039531]]}"
5484,9348,TR-01138,121,Manitoba St,Grand Ave,West,Manitoba St,South,T12141,03,,A,Existing,Provincial,0TS11062,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4925985014508, 43.6231332041999]]}"
5485,9349,TR-01249,,,The West Mall,West,The Queensway,South,T1631,03,,S,Temporarily Removed,Provincial,S0501631,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5615562389245, 43.6104360749625]]}"
5486,9350,TR-01319,974,Jane St,Jane St,East,Lambton Ave,North,T3905,05,,LC,Existing,Provincial,00TS6970,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4976063233069, 43.6813251574246]]}"
5487,9351,TR-02957,35,Ormskirk Ave,Ormskirk Ave,South,Ripley Ave,East,T10673,04,,LKN,Existing,Provincial,S1310673,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4758721051355, 43.6392149712792]]}"
5488,9352,TR-02438,579,Markham Rd,Markham Rd,East,Lawrence Ave E,South,T5569,24,,LC,Existing,Provincial,0TS12274,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2250023708631, 43.7596429646234]]}"
5489,9353,TR-02329,155,Fallingbrook Rd,Kingston Rd,North,Fallingbrook Rd,East,T4222,20,,LCN,Existing,Provincial,S3604222,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2790305055258, 43.682466088144]]}"
5490,9354,TR-01754,700,Seneca Hill Dr,Finch Ave E,South,Seneca Hill Dr,West,T2550,17,,VS,Existing,Provincial,0TS11908,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3507575323637, 43.7934251959477]]}"
5491,9355,TR-03402,,,Lake Shore Blvd W,Centre South,Thirty First St,West,T5163C,03,Long Branch,Q10-SA,Existing,Provincial,TS12330L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5304444048845, 43.5951621291032]]}"
5492,9358,TR-02105,135,Wynford Dr,Wynford Dr,West,Wynford Heights Cres,South,T4731,16,,S,Existing,Provincial,S2604731,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3275157502874, 43.7262563333693]]}"
5493,9359,TR-02902,1100,Leslie St,Eglinton Ave E,South,Leslie St,West,T2286,16,,LCN,Temporarily Removed,Provincial,S2602286,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3497957115628, 43.7169053957079]]}"
5494,9361,TR-02853,51,John Drury Dr,Sheppard Ave W,East,John Drury Dr,South,T6070,06,,S,Existing,Provincial,S0906070,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4825160736235, 43.7480890052252]]}"
5495,9362,SH-02909,626,Dixon Rd,,,401 X W Dixon W Ramp,,T4984,01,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5744491880812, 43.6909781598006]]}"
5496,9363,TR-00262,2017,Victoria Park Ave,Victoria Park Ave,East,Ivordale Cres,South,692,21,,B,Existing,Provincial,0TS10708,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3133046639741, 43.7527440960873]]}"
5497,9365,SH-00144,10,Guildwood Pkwy,Kingston Rd,South,Guildwood Pkwy,East,T4229,24,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2055800678527, 43.7498216041092]]}"
5498,9366,SH-00998,670X,Midland Ave,,,Danforth Rd,,T1325,20,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2537373498787, 43.7247207136792]]}"
5499,9368,TR-00991,1305,Ellesmere Rd,Ellesmere Rd,South,Brimley Rd,West,T7688,21,,U,Existing,Provincial,0TS11920,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2641218446608, 43.7693146563229]]}"
5500,9374,TR-00850,1400,Lawrence Ave W,Keele St,East,Quinan Dr,South,1161,05,Lawrence Ingram Keele,A,Existing,Provincial,0TS10626,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4779882496712, 43.7093491113263]]}"
5501,9375,TR-00889,2589,Dundas St W,Dundas St W,East,Humberside Ave,South,2501,04,,A,Existing,Provincial,00TS5884,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4562292982963, 43.6629368400935]]}"
5502,9376,TR-04990,1859,Leslie St,Leslie St,East,Coldwater Rd,South,T5432,16,,LK,Existing,Provincial,0TS13054,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3602071083171, 43.7546979325246]]}"
5503,9377,TR-02821,2662,Yonge St,Yonge St,East,Blythwood Rd,South,2118,15,Uptown Yonge,B,Existing,Provincial,00TS6842,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.400237674985, 43.7161954256605]]}"
5504,9378,TR-04804,342,Spadina Rd,St Clair Ave W,Centre North,Spadina Rd,West,,12,,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4115898043208, 43.6845700981785]]}"
5505,9379,TR-04859,1850,St Clair Ave W,St Clair Ave W,Centre North,Old Weston Rd,West,,09,St. Clair Gardens,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4634571612521, 43.6734650249422]]}"
5506,9382,TR-04959,1,Blaine Dr,Lawrence Ave E,North,Blaine Dr,East,T2813,15,,LK,Existing,Provincial,TS13385,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3591329326513, 43.7348214180428]]}"
5507,9383,TR-03180,1474,Victoria Park Ave,Victoria Park Ave,West,O'Connor Dr,South,T8427,16,,LC,Existing,Provincial,00TS9168,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3020841786595, 43.7228371054996]]}"
5508,9385,TR-03059,208,Weston Rd,Weston Rd,West,Mccormack St,North,T8749,05,,RN2,Existing,Provincial,S1108749,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4721005717778, 43.6772628865969]]}"
5509,9386,TR-03542,2670,Kingston Rd,Kingston Rd,North,Chine Dr,East,T4215,20,,LCN,Existing,Provincial,S3604215,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2450797587149, 43.7143303513075]]}"
5510,9388,TR-04263,27,Signal Hill Ave,Signal Hill Ave,East,Steinway Blvd,North,T10859,01,,LCN,Existing,Provincial,S0110859,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.623954676959, 43.7508860162796]]}"
5511,9390,TR-04262,1917,Albion Rd,Albion Rd,South,Humberline Dr,East,T3284,01,,LK,Existing,Provincial,0TS12852,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.6195058190201, 43.7463129845062]]}"
5512,9391,TR-03456,1300,Wilson Ave,Wilson Ave,North,Ridge Rd,West,T8881,06,,U,Existing,Provincial,00TS9480,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4945721324325, 43.7239858217587]]}"
5513,9393,TR-03332,844,Don Mills Rd,Don Mills Rd,West,Wynford Dr,North,T1978,16,,LC,Existing,Provincial,00TS9232,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.339852846204, 43.7231838880103]]}"
5514,9399,TR-05199,3447,Kennedy Rd,Kennedy Rd,East,Steeles Ave E,South,T10037,22,,LC,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3057142770986, 43.8210474584222]]}"
5515,9400,TR-05230,2114,Kennedy Rd,Kennedy Rd,West,Norcap Ave,North,T4105,22,,LC,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2945757585749, 43.7973173433926]]}"
5516,9402,TR-05234,429,College St,College St,North,Bathurst St,East,T812C,11,,Q10-SA,Existing,Provincial,TS13126L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4072050058045, 43.6566044358932]]}"
5517,9405,TR-03925,,,Steeles Ave W,North,Shale Gt,East,T8264,06,DuKe Heights,S,Existing,Provincial,S0808264,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4869470544873, 43.7834665973591]]}"
5518,9406,TR-04112,2200,Lake Shore Blvd W,Lake Shore Blvd W,Centre North,Park Lawn Rd,West,T5196C,03,,Q10-SA,Existing,Provincial,TS12366L,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.481412112158, 43.6228138590188]]}"
5519,9407,TR-04133,,,Yonge St,West,Lord Seaton Rd,South,T9021,08,,LC,Existing,Provincial,00TS9060,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4083084699461, 43.7521541437364]]}"
5520,9408,TR-06571,238,John Garland Blvd,John Garland Blvd,East,Mosque Cres,North,T7877,01,,LCN,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5922654401169, 43.7325795849842]]}"
5521,9410,SH-01779,3154,Kingston Rd,Kingston Rd,North,Mcnab Blvd,East,T4242,20,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2283100656123, 43.7289538027126]]}"
5522,9411,TR-02015,60,Mill St,Mill St,North,Trinity St,East,T6604,13,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3596037888251, 43.650862410815]]}"
5523,9412,TR-02027,250,Mcnicoll Ave,Mcnicoll Ave,North,Mogul Dr,East,T2896,17,,US,Existing,Provincial,0TS12070,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3510485826923, 43.8001310923393]]}"
5524,9413,TR-02942,1167,Queen St E,Queen St E,South,Jones Ave,West,T3030,14,Leslieville,LC,Existing,Provincial,00TS7730,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3329281991454, 43.66256503459]]}"
5525,9414,TR-02106,2150,Finch Ave W,Signet Dr,East,Finch Ave W,North,T9668,07,Emery Village,LC,Existing,Provincial,0TS11960,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5364834922479, 43.7540504985243]]}"
5526,9415,TR-03749,5533,Steeles Ave W,Steeles Ave W,South,Turbine Dr,West,T8276,07,Emery Village,T,Temporarily Removed,Provincial,S0708276,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5602367935096, 43.7673825653105]]}"
5527,9416,TR-03020,3833,Midland Ave,Midland Ave,East,Mcnicoll Ave,South,T5720,23,,LCN,Existing,Provincial,S4105720,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2919640211924, 43.8144262641941]]}"
5528,9417,TR-03423,1400,Kennedy Rd,Kennedy Rd,West,Ellesmere Rd,South,T4063,21,Kennedy Road,U,Existing,Provincial,00TS9858,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2801941886201, 43.7627791591584]]}"
5529,9418,TR-03135,623,Keele St,Keele St,East,St Clair Ave W,South,T11689,05,,LC,Existing,Provincial,00TS6192,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.467328763082, 43.6722259043718]]}"
5530,9421,TR-00023,2900,Warden Ave,Warden Ave,West,Bridletowne Crcl,South,T14276,22,,AS,Existing,Provincial,0TS11054,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3172418379585, 43.7992813741636]]}"
5531,9422,TR-02118,859,Kennedy Rd,Kennedy Rd,East,Bertrand Ave,North,T4126,21,,LKN,Existing,Provincial,S3704126,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.270141919151, 43.7378673767614]]}"
5532,9423,TR-01632,3090A,Danforth Ave,Danforth Ave,North,Victoria Park Ave,East,3667,20,Crossroads of the Danforth,B,Existing,Provincial,00TS1314,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2880814866539, 43.6913892569327]]}"
5533,9424,TR-03605,,,Eglinton Ave W,North,Scarlett Rd,East,T2407,02,,LCN,Existing,Provincial,S0402407,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5112233937035, 43.6841411054532]]}"
5534,9425,TR-03770,,,Sheppard Ave E,South,Mccowan Rd,West,T7210,23,Sheppard East Village,V,Existing,Provincial,00TS1450,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2591012323247, 43.7894421421316]]}"
5535,9426,TR-01686,54,Brampton Rd,The Westway,North,Brampton Rd,West,T6181,02,,US,Existing,Provincial,00TS5200,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5612511305274, 43.6848181307979]]}"
5536,9427,TR-03658,,,The Queensway,Centre South,Colborne Lodge Dr,East,,04,,Canopy,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4586635915765, 43.6395712243346]]}"
5537,9430,TR-01770,2700,Kingston Rd,Brimley Rd,West,St Clair Ave E,South,T3367,20,,LCN,Existing,Provincial,S3603367,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2414260740523, 43.7204868312992]]}"
5538,9431,TR-02842,645,Warden Ave,Warden Ave,East,Mack Ave,North,T1625,20,,V,Existing,Provincial,0TS12148,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.275898811367, 43.7000561158533]]}"
5539,9432,TR-03746,5551,Finch Ave E,Markham Rd,East,Finch Ave E,South,T9333,23,,LKN,Existing,Provincial,S4209333,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2427663243224, 43.8127315138776]]}"
5540,9433,TR-01198,42,Broomfield Dr,Huntingwood Dr,North,Brimley Rd,East,T6433,23,,T,Temporarily Removed,Provincial,S4106433,Yes,Missing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2730476162366, 43.798580731519]]}"
5541,9434,TR-01062,19,Jane St,Jane St,West,Milo Park Gt,South,T3858,07,,S,Existing,Provincial,S0803858,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5194265860703, 43.763959156232]]}"
5542,9435,SH-02382,11,Mossgrove Trl,York Mills Rd,North,Banbury Rd,East,T7464,15,,B,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.370173833711, 43.7516758611763]]}"
5543,9437,TR-03447,6,Primula Cres,Islington Ave,West,Humber Summit Lane,North,T3803,07,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5732691225878, 43.7619262874776]]}"
5544,9438,TR-00365,280,Boon Ave,Rogers Rd,South,Boon Ave,West,2750,09,,A,Existing,Provincial,00TS7014,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4494656947679, 43.6845885267945]]}"
5545,9440,TR-01826,s2981,Dundas St W,Dundas St W,South,Pacific Ave,West,T3513,09,The Junction,LK,Existing,Provincial,00TS5912,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4687602143419, 43.6653906479139]]}"
5546,9441,SH-01271,551,Martin Grove Rd,Martin Grove Rd,East,Eglinton Ave W,North,T5610,02,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5631488395072, 43.6749219442276]]}"
5547,9444,TR-03497,694,Sheppard Ave W,Sheppard Ave W,North,Bryant St,West,T7270,06,,LC,Existing,Provincial,0TS12428,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4438170598752, 43.7545466339548]]}"
5548,9445,SH-00763,3303,Don Mills Rd,Don Mills Rd,East,Finch Ave E,South,T9140,17,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.354470490435, 43.7924538109787]]}"
5549,9446,TR-03280,672,Dupont St,Christie St,West,Dupont St,North,T771,11,,LC,Existing,Provincial,00TS5654,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4217446122171, 43.6718183324105]]}"
5550,9447,TR-02369,1315,The Queensway,The Queensway,South,Kipling Ave,West,T6896,03,Shop The Queensway,LC,Existing,Provincial,00TS9930,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5270531452607, 43.6207491278409]]}"
5551,9448,TR-00039,2471,Dufferin St,Dufferin St,East,Castlefield Ave,South,179,08,,A,Existing,Provincial,00TS6880,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4515291546375, 43.7006095821439]]}"
5552,9450,TR-02406,81,Tilley Dr,Port Union Rd,East,Ravine Park Cres,North,T9887,25,,LK,Existing,Provincial,00TS9748,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1402211149323, 43.7884128227238]]}"
5553,9452,TR-03341,93,Mildenhall Rd,Lawrence Ave E,North,Mildenhall Rd,East,T2817,15,,U,Existing,Provincial,00TS9354,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3862660507135, 43.7285303148509]]}"
5554,9455,TR-04546,2388,Jane St,Jane St,West,Sheppard Ave W,South,T10616,07,,LC,Existing,Provincial,0TS12924,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5132695306119, 43.7389495954221]]}"
5555,9456,TR-04093,2265,Midland Ave,Midland Ave,East,Progress Ave,North,T5684,21,,LCN,Existing,Provincial,S3705684,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2739254214061, 43.7756225111034]]}"
5556,9457,TR-03406,,,Lake Shore Blvd W,Centre North,Legion Rd,East,T5186A,03,,Q10-SA,Existing,Provincial,TS12358R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4830281246797, 43.6207231106207]]}"
5557,9458,TR-04405,,,Morningside Ave,West,John Stoner Dr,South,T11249,25,,LKN,Existing,Provincial,S4211249,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2060793170943, 43.8130227096811]]}"
5558,9459,TR-04651,1674,St Clair Ave W,St Clair Ave W,Centre North,Laughton Ave,West,,09,St. Clair Gardens,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4581517915817, 43.674652118664]]}"
5559,9461,TR-05392,1607,Jane St,Jane St,East,Wright Ave,South,T15045,05,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5030296280644, 43.7006279829801]]}"
5560,9462,TR-04441,2147,Yonge St,Yonge St,East,Soudan Ave,South,T1674,12,Midtown Yonge,LK,Temporarily Removed,Provincial,0TS12792,Yes,Temporarily Removed,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3976546094412, 43.7040101532225]]}"
5561,9463,TR-04678,1347,St Clair Ave W,St Clair Ave W,Centre South,Lansdowne Ave,East,,09,Corso Italia,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4501383650807, 43.6763379751168]]}"
5562,9466,TR-05995,202,The Westway,The Westway,North,Epping St,East,T6187,02,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5458308096039, 43.6881349619546]]}"
5563,9467,TR-04717,1027,St Clair Ave W,St Clair Ave W,Centre South,Glenholme Ave,East,,09,Regal Heights Village,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4382227030466, 43.6789717030261]]}"
5564,9469,TR-05937,,,Torbarrie Rd,West,Sergio Marchi St,North,T14522,07,,RN1,Existing,Provincial,S0714522,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5243378231434, 43.7301384255315]]}"
5565,9470,TR-04479,1500,Don Mills Rd,Don Mills Rd,West,York Mills Rd,South,T9107,16,,LC,Existing,Provincial,0TS12878,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3472368356178, 43.7553587720927]]}"
5566,9471,TR-04752,700,St Clair Ave W,St Clair Ave W,Centre North,Humewood Dr,South,,12,Hillcrest Village,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4262498835666, 43.6816390127956]]}"
5567,9473,TR-06340,,,Cosburn Ave,North,Linsmore Cres,East,T9466,14,,LKN,Existing,Provincial,S2909466,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3342672918241, 43.6928518045543]]}"
5568,9474,TR-04554,155,Morningside Ave,Morningside Ave,East,Coronation Dr,North,T2937,25,,LKN,Existing,Provincial,S4402937,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1835964359138, 43.7621939801632]]}"
5569,9475,SH-01526,2315,Eglinton Ave W,Eglinton Ave W,South,Caledonia Rd,West,T2334,09,,C,Temporarily Removed,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4623271345383, 43.6929022025671]]}"
5570,9476,TR-06405,558,Dundas St W,Bloor St W,North,Dundas St W,East,T507,04,,KR2,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.452113222325, 43.6564754456917]]}"
