_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
5571,9477,TR-05777,,,Bathurst St,West,Fleet St,North,T14850,10,CityPlace and Fort York,KR2,Existing,Provincial,TS13598P,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3999924901584, 43.6368367807186]]}"
5572,9478,TR-06720,,,Laurentide Dr,West,Three Valleys Dr,North,T7917,16,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3367908920505, 43.7518006702939]]}"
5573,9481,TR-07138,,,Disco Rd,North,Carlingview Dr,East,T3482,01,,D,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5993382818385, 43.700340725434]]}"
5574,9482,TR-05353,3500,Ellesmere Rd,Ellesmere Rd,North,Spall Crt,West,T10528,25,,LCN,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1786874066657, 43.7890003126899]]}"
5575,9483,TR-06944,,,Middlefield Rd,East,Orator Gt,North,T13896,23,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2564241251895, 43.8082343054533]]}"
5576,9484,TR-06952,,,Huntingwood Dr,South,Kilkenny Dr,East,T6452,22,,LKN,Temporarily Removed,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3171035894658, 43.7835232056701]]}"
5577,9485,TR-06987,,,Huntingwood Dr,North,Belgreen Ave,West,T6426,22,,LCN,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2909503039945, 43.7955346580275]]}"
5578,9487,TR-06874,403,The Westway,The Westway,South,Callowhill Dr,East,T15737,02,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5637452376708, 43.6840176310998]]}"
5579,9488,TR-06902,,Kipling Ave,Kipling Ave,West,Steeles Ave W,South,T15789,01,,LCN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.589820136017, 43.7591137419742]]}"
5580,9489,TR-06818,,Albion Rd,Albion Rd,North,Todd Brook Dr,East,T1688,01,,LCN,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5713341818828, 43.7383725416966]]}"
5581,9491,TR-07036,,,Arrow Rd,East,Lido Rd,South,T7500,07,Emery Village,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5306014948595, 43.7413833313561]]}"
5582,9492,TR-07191,1671,Queen St E,Queen St E,Centre West,Kingston Rd,West,T13461A,19,The Beach,Q10-SA,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3128999927504, 43.6671209271369]]}"
5583,9496,TR-00350,1399X,O'Connor Dr,O'Connor Dr,East,Bermondsey Rd,North,2639,19,,A,Temporarily Removed,Provincial,00TS8908,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3070323076473, 43.7127876477754]]}"
5584,9497,TR-03793,135,Marlee Ave,Marlee Ave,East,Roselawn Ave,South,T6550,08,,LC,Existing,Provincial,00TS7000,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4408661173036, 43.7020174942378]]}"
5585,9499,TR-00169,258,Progress Ave,Progress Ave,South,Midland Ave,West,T4554,21,,C,Existing,Provincial,S3704554,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2733544712247, 43.7727622420994]]}"
5586,9501,SH-02660,58,Bridley Dr,Mccowan Rd,West,Bridley Dr,North,T9366,23,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.270649568964, 43.8146359070277]]}"
5587,9503,TR-01432,775,Steeles Ave W,Greenwin Village Rd,North,Regatta Cres,East,T1139,18,,T,Existing,Provincial,S1001139,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4429074994527, 43.7912139150082]]}"
5588,9507,SH-02160,49,Lapsley Rd,Sheppard Ave E,North,Lapsley Rd,East,T7256,23,,D,Existing,Enseicom,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2272875304771, 43.7963325031785]]}"
5589,9513,TR-04272,459,Midland Ave,Midland Ave,East,Aylesworth Ave,North,T1323,20,,LCN,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2492565787256, 43.7140222598368]]}"
5590,9515,SH-02565,1,Hanson St,Coxwell Ave,West,Hanson St,South,T1792,14,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3221360252177, 43.6795591169206]]}"
5591,9517,SH-02154,40,Aurora Crt,Warden Ave,West,Finch Ave E,South,T8528,22,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3151123339887, 43.7947112450948]]}"
5592,9518,TR-05280,,,Spadina Ave,North,King St W,West,T8126C,10,,Q10-SA,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3952388517064, 43.645837705757]]}"
5593,9519,SH-00656,2339,Dufferin St,Dufferin St,East,Hunter Ave,North,T2062,12,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4496920153027, 43.6947047185831]]}"
5594,9520,TR-02285,4101-4141,Weston Rd,Weston Rd,East,Garyray Dr,South,T8726,07,Emery Village,LC,Existing,Provincial,0TS11967,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5457077944638, 43.7674972681152]]}"
5595,9522,TR-06613,665,Trethewey Dr,Trethewey Dr,South,Platinum Dr,East,T15677,05,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4981685496515, 43.6971590033781]]}"
5596,9524,TR-06779,464,Spadina Ave,Spadina Ave,West,College St,South,T8120C,11,Chinatown,Q10-SA,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3999449936068, 43.6575627976729]]}"
5597,9527,TR-06113,159,Almore Ave,Faywood Blvd,East,Almore Ave,South,T2460,06,,LCN,Existing,Provincial,S1002460,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4489816494563, 43.7456094836266]]}"
5598,9528,TR-05085,2001,Lake Shore Blvd W,Lake Shore Blvd W,South,Windermere Ave,West,T14824,04,,LC,Existing,Provincial,0TS13106,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4683600767387, 43.6346699521993]]}"
5599,9531,TR-05888,1,Jellicoe Ave,Brown's Line,West,Jellicoe Ave,South,T3385,03,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5429572913354, 43.5963783304244]]}"
5600,9532,TR-05134,34,Blackbird Gt,Finch Ave E,South,Blackbird Gt,West,T14442,25,,S,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2244983306247, 43.8167808179313]]}"
5601,9535,TR-06188,,,Park Lawn Rd,West,Gardiner E Park Lawn Rd Ramp,North,T13697,03,,LC,Existing,Provincial,0TS13712,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4863530556061, 43.6258638527132]]}"
5602,9536,TR-06149,2,Longbourne Dr,Longbourne Dr,North,Willowridge Rd,East,T2838,01,,RN1,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5719008169266, 43.6779605076156]]}"
5603,9537,TR-06293,,,Bellamy Rd N,West,Northleigh Dr,North,T367,24,,LKN,Existing,Provincial,S3800367,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2401797381431, 43.7697448223496]]}"
5604,9539,TR-05763,,,Woodbine Ave,East,Barker Ave,South,T3197,19,,Canopy,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3164563349177, 43.6939326341179]]}"
5605,9540,TR-06650,367,Spadina Ave,,East,Nassau St,South,T11986C,11,Chinatown,Q10-SA,Existing,Provincial,TS13811R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3990372238438, 43.6555936921461]]}"
5606,9541,TR-06314,261,Conlins Rd,Canmore Blvd,South,Conlins Rd,East,T11379,25,,RN1,Existing,Provincial,S4411379,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1845533912034, 43.7930766054592]]}"
5607,9542,TR-05839,2,Manitoba Dr,Manitoba Dr,North,Strachan Ave,West,T1063,10,,LC,Existing,Provincial,0TS13646,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4102508995366, 43.6363014131716]]}"
5608,9543,TR-02397,1941,Finch Ave W,Jane St,West,Finch Ave W,South,T3891,07,,V,Existing,Provincial,00TS9082,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5176500539212, 43.7564283666727]]}"
5609,9544,TR-04931,2915,Dundas St W,Dundas St W,South,Roncesvalles Ave,East,T2181,04,,KF2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4512737754737, 43.6534751197368]]}"
5610,9546,TR-01891,113,Finch Ave E,Finch Ave E,South,Willowdale Ave,West,T2574,18,,R,Existing,Provincial,0TS11995,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4072819973139, 43.7814978447634]]}"
5611,9547,TR-03321,3070,Ellesmere Rd,Ellesmere Rd,North,Mornelle Crt,East,T7701,24,,VS,Existing,Provincial,00TS1422,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.195146147884, 43.7850431140644]]}"
5612,9549,TR-05418,5162,Yonge St,Yonge St,East,Park Home Ave,North,T9033,18,Willowdale,DIG-FE,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4131674527531, 43.7694484071102]]}"
5613,9550,SH-00838,98,Angus Dr,Finch Ave E,South,Leslie St,East,T2518,17,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3670773157078, 43.7898679833824]]}"
5614,9552,SH-00027,1906,Weston Rd,Lawrence Ave W,North,Weston Rd,West,T5413,05,Weston Village,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5169394996192, 43.7000612084015]]}"
5615,9553,TR-06914,507,Lawrence Ave W,Lawrence Ave W,South,Bathurst St,West,T5337,08,,DIG-FE,Temporarily Removed,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4301346940926, 43.7190479547954]]}"
5616,9555,TR-04339,150,East Liberty St,East Liberty St,North,Lynn Williams St,East,T14538,10,,KF1,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4169824336768, 43.6387177267821]]}"
5617,9558,TR-04102,885,Progress Ave,Progress Ave,South,Estate Dr,West,T4547,24,,LKN,Existing,Provincial,S3804547,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.235474382446, 43.7813478826813]]}"
5618,9560,TR-03552,929,The Queensway,The Queensway,South,Canmotor Ave,West,T6876,03,Shop The Queensway,LKN,Existing,Provincial,S0506876,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5118498805937, 43.6241742110279]]}"
5619,9562,TR-05110,,,Sheppard Ave E,South,Idagrove Gt,West,T7194,25,,LK,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.175799887927, 43.8071528391444]]}"
5620,9563,TR-04689,1271,St Clair Ave W,St Clair Ave W,Centre South,Earlscourt Ave,East,,09,Corso Italia,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4469485602627, 43.6770428727854]]}"
5621,9564,TR-02380,1651,Ellesmere Rd,Mccowan Rd,East,Ellesmere Rd,South,T5665,24,,LC,Existing,Provincial,00TS1280,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2511884355223, 43.7719680507207]]}"
5622,9565,TR-05162,2008,Sheppard Ave W,Sheppard Ave W,North,Jane St,West,T6057,07,,LC,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5166251826768, 43.7387392481115]]}"
5623,9566,TR-05364,675,Martin Grove Rd,Martin Grove Rd,East,Longbourne Dr,North,T5625,02,,RN2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5659288407027, 43.681069354593]]}"
5624,9568,TR-06559,,,Culford Rd,West,Ridge Point Cres,North,T4932,05,,RN2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4867440167537, 43.7033607271077]]}"
5625,9572,TR-00395,1882,Lawrence Ave E,Lawrence Ave E,North,Gooderham Dr,East,700,21,Wexford Heights,A,Existing,Provincial,0TS10648,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3020758746563, 43.743956437398]]}"
5626,9573,TR-00100,550,Broadview Ave,Broadview Ave,West,Withrow Ave,North,T1767,14,,A,Existing,Provincial,00TS5588,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3534569180044, 43.6698230757544]]}"
5627,9575,TR-00753,,,Albion Rd,North,Weston Rd,West,T6233,07,,A,Existing,Provincial,00TS9394,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5384405973909, 43.7176086271158]]}"
5628,9578,TR-03591,4050,Bloor St W,Bloor St W,North,The East Mall,East,T511,02,,LC,Existing,Provincial,0TS12766,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5564040181479, 43.637172495207]]}"
5629,9580,TR-04333,18,Crow Trl,Crow Trl,West,Carrying Pl,North,T3458,23,,LKN,Existing,Provincial,S4203458,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2325006663724, 43.8088562222493]]}"
5630,9581,TR-01051,29,Evangeline Crt,Steeles Ave W,South,Kipling Ave,West,T9826,01,,A,Existing,Provincial,0TS11420,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5901278510945, 43.7593852276272]]}"
5631,9586,TR-04045,900,The East Mall,The East Mall,West,Eglinton Ave W,South,T10575,02,,LCN,Existing,Provincial,S0310575,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5724712161318, 43.6695685550993]]}"
5632,9587,SH-00722,2285,Yonge St,Yonge St,East,Eglinton Ave E,North,T8980,12,,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3983387969232, 43.707368175668]]}"
5633,9588,TR-05312,,,Warden Ave,East,Lupin Dr,North,T8584,21,,LK,Existing,Provincial,TS13365,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3021077058944, 43.7658100945613]]}"
5634,9589,TR-03722,1904,Brimley Rd,Brimley Rd,West,Grittani Lane,South,T10149,23,,LCN,Existing,Provincial,S4110149,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2655270124017, 43.7808342898466]]}"
5635,9590,TR-04823,230,St Clair Ave W,St Clair Ave W,Centre North,Warren Rd,East,,12,,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.405832771486, 43.6857956459976]]}"
5636,9592,TR-02858,1269,Warden Ave,Warden Ave,East,Manhattan Dr,South,T8586,21,,LK,Existing,Provincial,0TS12256,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2972083865183, 43.7517886203787]]}"
5637,9594,SH-03020,1738,Islington Ave,Eglinton Ave W,South,Islington Ave,West,T2362,02,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5391999810852, 43.679679492948]]}"
5638,9595,TR-03289,666,Burnhamthorpe Rd,Burnhamthorpe Rd,South,Saturn Rd,West,T688,02,,LKN,Existing,Provincial,S0300688,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5782820797451, 43.6418462196475]]}"
5639,9599,TR-03805,5201,Dufferin St,Steeles Ave W,South,Dufferin St,East,T8270,06,,LK,Existing,Provincial,00TS9300,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.469565631895, 43.7872366258392]]}"
5640,9600,SH-00431,75,Eglinton Ave W,Eglinton Ave W,South,Duplex Ave,West,T2342,08,,A,Temporarily Removed,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4007210920973, 43.706155782048]]}"
5641,9603,TR-04491,318,Queens Quay W,Queens Quay W,Centre North,Rees St,West,T6864A,10,The Waterfront,Q10-SA,Existing,Provincial,TS12578R,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3871202841507, 43.6387727388531]]}"
5642,9604,TR-05305,,,Warden Ave,East,St Clair Ave E,South,T11982,20,,LC,Existing,Provincial,TS13372,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2805930357649, 43.7115282957412]]}"
5643,9605,TR-05259,2126,Victoria Park Ave,Victoria Park Ave,West,Paget Rd,South,T7418,16,,LK,Existing,Provincial,TS13360,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3162415216444, 43.7597825037491]]}"
5644,9610,TR-04206,35,Mcnicoll Ave,Mcnicoll Ave,South,Myers Lane,West,T2897,17,,LCN,Existing,Provincial,S2402897,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3682518603418, 43.8028588552805]]}"
5645,9611,TR-04092,1255,Military Trail,Ellesmere Rd,South,Military Trl,West,T7698,25,,LC,Existing,Provincial,0TS12794,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1885186861981, 43.786428162244]]}"
5646,9612,TR-06523,109,Island Rd,East Ave,East,Island Rd,South,T5123,25,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.1386756817386, 43.7978414083184]]}"
5647,9613,TR-00449,2,Sheppard Ave E,Yonge St,East,Sheppard Ave E,North,T9048,18,Willowdale,BS,Temporarily Removed,Provincial,0TS11116,Yes,Missing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.410905656736, 43.7620661051527]]}"
5648,9614,TR-04604,3674,Lake Shore Blvd W,Brown's Line,East,Lake Shore Blvd W,North,T3386,03,,LCN,Existing,Provincial,S0603386,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5392923964356, 43.593350877213]]}"
5649,9615,SH-01284,450,Evans Ave,Evans Ave,North,Bellman Ave,East,T2433,03,,D,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5331653609316, 43.614350033688]]}"
5650,9617,SH-00549,,,The Queensway,Centre North,Glendale Ave,East,,04,,Canopy,Temporarily Removed,Daytech,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4508533227903, 43.6392771458282]]}"
5651,9618,TR-02901,695,Birchmount Rd,Birchmount Rd,East,Foxridge Dr,South,T417,20,,LCN,Existing,Provincial,S3500417,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2743320928943, 43.7217259040339]]}"
5652,9620,SH-00242,777,Kipling Ave,Kipling Ave,West,Norseman St,South,T4352,03,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5302375768609, 43.6292712527848]]}"
5653,9633,SH-02380,514,Dawes Rd,Dawes Rd,West,Beth St,North,T1885,19,,C,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2965152543245, 43.7044570454914]]}"
5654,9635,TR-00639,1151,Markham Rd,Ellesmere Rd,South,Markham Rd,West,2575,24,,A,Existing,Provincial,00TS9778,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2319998306651, 43.7762055479737]]}"
5655,9637,TR-00713,70,The Pond Rd,The Pond Rd,South,Ian Macdonald Blvd,West,T13439,07,,S,Existing,Provincial,S0813439,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4987284107276, 43.7707379298132]]}"
5656,9639,TR-00077,440,Christie St,Davenport Rd,South,Christie St,West,T935,12,,R,Existing,Provincial,0TS11334,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4232577669496, 43.6754469009095]]}"
5657,9640,TR-00150,2928,Yonge St,Yonge St,West,Chatsworth Dr,North,2532,08,,B,Existing,Provincial,00TS6818,Yes,Missing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4017231421756, 43.722131994012]]}"
5658,9641,TR-03839,21,Colonel Samuel Smith Park Dr,Colonel Samuel Smith Park Dr,East,Lake Shore Blvd W,South,T12121,03,,LKN,Existing,Provincial,S0612121,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5157660350077, 43.5958660563713]]}"
5659,9642,TR-03841,1,Colonel Samuel Smith Park Dr,Colonel Samuel Smith Park Dr,East,Lake Shore Blvd W,South,T12122,03,,LCN,Existing,Provincial,S0612122,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5167313450499, 43.5980404614351]]}"
5660,9643,TR-00992,1300,Ellesmere Rd,Ellesmere Rd,North,Brimley Rd,West,T7672,21,,S,Existing,Provincial,S3707672,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.2644280975299, 43.7695555201644]]}"
5661,9644,TR-00375,207,Greenwood Ave,Greenwood Ave,West,Athletic Ave,North,2595,14,,A,Existing,Provincial,00TS6104,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3275676770446, 43.6695702661292]]}"
5662,9645,TR-00767,239,Belfield Rd,Belfield Rd,South,City View Dr,East,1711,01,,A,Existing,Provincial,0TS11218,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5854189444576, 43.699523514497]]}"
5663,9646,TR-04759,679,St Clair Ave W,St Clair Ave W,Centre South,Christie St,East,14872,12,Wychwood Heights,Custom,Existing,Provincial,,,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4252643699466, 43.6817567579654]]}"
5664,9647,SH-02123,993,Queen St W,Shaw St,East,Queen St W,South,T6052,10,West Queen West,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4161126028483, 43.6446038557832]]}"
5665,9648,TR-06496,28,Colonel Samuel Smith Park Dr,Colonel Samuel Smith Park Dr,West,Lake Shore Blvd W,South,T12120,03,,S,Existing,Provincial,S0612120,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5166799816552, 43.5943206569847]]}"
5666,9649,TR-04519,2610,Weston Rd,Weston Rd,West,Dee Ave,North,T7442,05,,LC,Existing,Provincial,TS13449,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5353335994981, 43.7113282805704]]}"
5667,9651,TR-06381,433,Queen St W,Queen St W,South,Spadina Ave,West,T6853,10,Queen Street West,LK,Existing,Provincial,0TS13730,TO360,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3966700779594, 43.6486123471351]]}"
5668,9653,TR-06694,,,Sheppard Ave E,North,Wilfred Ave,East,T15730,18,,LC,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.394453140565, 43.7652473537048]]}"
5669,9654,TR-07081,1312,Danforth Ave,Danforth Ave,North,Linsmore Cres,East,T899,14,Danforth Mosaic,KR1,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.329722834212, 43.6821181401562]]}"
5670,9655,TR-07267,,,Front St E,South,Berkeley St,East,T16039,13,St. Lawrence Market Neighbourhood,RN2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3642534757427, 43.6511257356788]]}"
5671,9660,TR-07110,3,Normandale Cres,Upper Canada Dr,South,Normandale Cres,East,T8396,15,,RN2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4014610384597, 43.7563645969646]]}"
5672,9662,TR-07299,1519,Royal York Rd,Royal York Rd,East,Weston Wood Rd,North,T7038,02,,LKN,Existing,Provincial,,Yes,Existing,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5307769967607, 43.6920868236801]]}"
5673,9667,SH-01768,78,Dunloe Rd,Spadina Rd,East,Hawarden Cres,North,T4609,12,,A,Existing,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4150440989004, 43.6945312056774]]}"
5674,9669,SH-03467,2435,Finch Ave W,Finch Ave W,South,Jayzel Dr,West,T2609,07,Emery Village,C,Temporarily Removed,Enseicom,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.5494309903095, 43.750421758227]]}"
5675,9673,TR-01576,1830,Lawrence Ave E,Pharmacy Ave,West,Lawrence Ave E,North,T6723,21,Wexford Heights,RN2,Existing,Provincial,,No,,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3048837840116, 43.7435114116302]]}"
